Indicateurs: Clé,Date,MIlieu,Sexe,Secteur d''activité: Nom,Régions: Nom,Faits: Valeur
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Moknine,546
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Moknine,49
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Moknine,1994
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Moknine,632
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Moknine,27
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Essouassi,1042
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Essouassi,14
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Essouassi,10
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Essouassi,103
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Essouassi,142
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Essouassi,223
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Essouassi,37
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Essouassi,339
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Essouassi,171
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Essouassi,3
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Essouassi,473
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Essouassi,3
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Essouassi,1
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Essouassi,114
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Essouassi,0
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Essouassi,48
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Essouassi,0
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Essouassi,228
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Essouassi,76
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Essouassi,3
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Essouassi,9051
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Essouassi,969
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Essouassi,61
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Essouassi,832
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Essouassi,2750
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Essouassi,2709
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Essouassi,327
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Essouassi,754
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Essouassi,629
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Essouassi,20
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Essouassi,1719
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Essouassi,147
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Essouassi,3
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Essouassi,1010
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Essouassi,43
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Essouassi,134
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Essouassi,7
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Essouassi,238
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Essouassi,131
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Essouassi,6
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de El Djem,4845
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de El Djem,149
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de El Djem,41
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de El Djem,574
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de El Djem,669
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de El Djem,2136
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de El Djem,163
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de El Djem,577
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de El Djem,524
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de El Djem,12
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de El Djem,1262
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de El Djem,7
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de El Djem,3
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de El Djem,365
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de El Djem,13
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de El Djem,207
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de El Djem,10
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de El Djem,516
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de El Djem,131
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de El Djem,10
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de El Djem,5643
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de El Djem,536
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de El Djem,36
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de El Djem,505
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de El Djem,2486
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de El Djem,933
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de El Djem,165
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de El Djem,646
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de El Djem,332
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de El Djem,4
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de El Djem,1106
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de El Djem,137
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de El Djem,2
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de El Djem,535
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de El Djem,48
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de El Djem,76
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de El Djem,5
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de El Djem,241
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de El Djem,59
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de El Djem,3
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Chebba,4742
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Chebba,1589
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Chebba,57
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Chebba,397
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Chebba,708
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Chebba,475
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Chebba,181
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Chebba,907
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Chebba,414
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Chebba,14
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Chebba,2124
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Chebba,28
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Chebba,5
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Chebba,832
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Chebba,15
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Chebba,179
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Chebba,13
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Chebba,833
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Chebba,214
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Chebba,5
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Chebba,454
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Chebba,177
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Chebba,4
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Chebba,44
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Chebba,72
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Chebba,35
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Chebba,15
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Chebba,76
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Chebba,31
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Chebba,0
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Chebba,118
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Chebba,19
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Chebba,0
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Chebba,50
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Chebba,1
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Chebba,6
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Chebba,0
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Chebba,32
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Chebba,9
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Chebba,1
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Melloulech,1221
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Melloulech,408
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Melloulech,7
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Melloulech,90
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Melloulech,199
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Melloulech,130
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Melloulech,52
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Melloulech,242
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Melloulech,93
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Melloulech,0
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Melloulech,378
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Melloulech,15
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Melloulech,1
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Melloulech,174
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Melloulech,0
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Melloulech,33
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Melloulech,1
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Melloulech,130
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Melloulech,24
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Melloulech,0
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Melloulech,2780
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Melloulech,1038
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Melloulech,14
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Melloulech,150
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Melloulech,635
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Melloulech,254
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Melloulech,112
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Melloulech,394
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Melloulech,183
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Melloulech,0
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Melloulech,763
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Melloulech,269
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Melloulech,0
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Melloulech,295
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Melloulech,4
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Melloulech,22
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Melloulech,6
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Melloulech,128
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Melloulech,34
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Melloulech,5
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Sfax Ville,23744
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Sfax Ville,443
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Sfax Ville,626
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Sfax Ville,4377
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Sfax Ville,2608
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Sfax Ville,4639
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Sfax Ville,1760
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Sfax Ville,5369
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Sfax Ville,3891
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Sfax Ville,31
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Sfax Ville,11366
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Sfax Ville,30
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Sfax Ville,78
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Sfax Ville,2719
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Sfax Ville,112
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Sfax Ville,1312
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Sfax Ville,110
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Sfax Ville,4884
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Sfax Ville,2094
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Sfax Ville,27
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Tina,8311
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Tina,443
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Tina,318
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Tina,2543
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Tina,1213
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Tina,1292
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Tina,627
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Tina,1270
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Tina,598
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Tina,7
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Tina,3252
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Tina,46
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Tina,28
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Tina,1720
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Tina,21
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Tina,351
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Tina,26
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Tina,785
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Tina,269
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Tina,6
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Tina,7268
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Tina,415
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Tina,189
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Tina,1800
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Tina,1810
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Tina,1076
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Tina,490
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Tina,835
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Tina,645
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Tina,8
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Tina,2349
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Tina,107
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Tina,16
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Tina,1047
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Tina,16
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Tina,214
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Tina,18
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Tina,567
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Tina,358
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Tina,6
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Agareb,2402
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Agareb,40
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Agareb,55
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Agareb,754
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Agareb,338
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Agareb,247
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Agareb,132
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Agareb,585
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Agareb,248
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Agareb,3
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Agareb,578
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Agareb,13
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Agareb,5
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Agareb,148
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Agareb,5
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Agareb,63
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Agareb,3
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Agareb,270
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Agareb,70
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Agareb,1
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Agareb,5928
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Agareb,564
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Agareb,138
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Agareb,1818
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Agareb,1339
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Agareb,499
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Agareb,406
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Agareb,644
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Agareb,515
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Agareb,5
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Agareb,1140
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Agareb,66
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Agareb,4
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Agareb,567
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Agareb,21
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Agareb,82
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Agareb,4
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Agareb,228
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Agareb,164
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Agareb,4
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Djebeniana,1454
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Djebeniana,67
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Djebeniana,18
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Djebeniana,135
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Djebeniana,160
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Djebeniana,368
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Djebeniana,77
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Djebeniana,421
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Djebeniana,208
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Djebeniana,0
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Djebeniana,700
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Djebeniana,13
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Djebeniana,5
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Djebeniana,239
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Djebeniana,6
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Djebeniana,61
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Djebeniana,5
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Djebeniana,293
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Djebeniana,76
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Djebeniana,2
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Djebeniana,9247
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Djebeniana,2482
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Djebeniana,57
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Djebeniana,745
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Djebeniana,2576
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Djebeniana,1220
