Indicateurs: Clé,Date,MIlieu,Sexe,Secteur d''activité: Nom,Régions: Nom,Faits: Valeur
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Kalâat Khasbah,306
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Kalâat Khasbah,5
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Kalâat Khasbah,42
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Kalâat Khasbah,110
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Kalâat Khasbah,46
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Kalâat Khasbah,23
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Kalâat Khasbah,116
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Kalâat Khasbah,18
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Kalâat Khasbah,1
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Kalâat Khasbah,75
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Kalâat Khasbah,19
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Kalâat Khasbah,0
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Kalâat Khasbah,14
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Kalâat Khasbah,1
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Kalâat Khasbah,5
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Kalâat Khasbah,2
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Kalâat Khasbah,30
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Kalâat Khasbah,3
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Kalâat Khasbah,1
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Djerissa,1726
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Djerissa,182
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Djerissa,172
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Djerissa,230
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Djerissa,303
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Djerissa,190
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Djerissa,88
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Djerissa,476
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Djerissa,83
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Djerissa,2
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Djerissa,358
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Djerissa,16
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Djerissa,7
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Djerissa,29
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Djerissa,5
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Djerissa,59
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Djerissa,4
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Djerissa,198
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Djerissa,40
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Djerissa,0
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de El Ksour,1202
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de El Ksour,54
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de El Ksour,12
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de El Ksour,320
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de El Ksour,116
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de El Ksour,182
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de El Ksour,41
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de El Ksour,414
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de El Ksour,64
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de El Ksour,-1
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de El Ksour,423
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de El Ksour,5
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de El Ksour,1
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de El Ksour,54
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de El Ksour,2
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de El Ksour,24
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de El Ksour,3
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de El Ksour,312
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de El Ksour,22
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de El Ksour,0
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de El Ksour,2001
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de El Ksour,1059
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de El Ksour,10
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de El Ksour,218
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de El Ksour,324
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de El Ksour,102
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de El Ksour,69
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de El Ksour,200
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de El Ksour,18
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de El Ksour,1
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de El Ksour,213
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de El Ksour,122
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de El Ksour,0
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de El Ksour,25
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de El Ksour,7
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de El Ksour,12
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de El Ksour,0
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de El Ksour,39
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de El Ksour,6
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de El Ksour,2
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Dahmani,2662
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Dahmani,143
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Dahmani,32
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Dahmani,211
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Dahmani,556
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Dahmani,506
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Dahmani,168
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Dahmani,836
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Dahmani,202
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Dahmani,8
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Dahmani,889
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Dahmani,29
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Dahmani,1
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Dahmani,68
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Dahmani,5
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Dahmani,93
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Dahmani,9
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Dahmani,612
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Dahmani,68
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Dahmani,4
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Dahmani,2962
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Dahmani,1676
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Dahmani,13
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Dahmani,79
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Dahmani,607
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Dahmani,206
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Dahmani,83
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Dahmani,249
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Dahmani,42
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Dahmani,7
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Dahmani,354
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Dahmani,208
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Dahmani,0
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Dahmani,42
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Dahmani,11
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Dahmani,16
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Dahmani,2
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Dahmani,59
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Dahmani,11
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Dahmani,5
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Siliana Nord,4685
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Siliana Nord,196
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Siliana Nord,86
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Siliana Nord,562
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Siliana Nord,595
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Siliana Nord,549
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Siliana Nord,293
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Siliana Nord,2035
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Siliana Nord,359
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Siliana Nord,10
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Siliana Nord,2842
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Siliana Nord,30
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Siliana Nord,16
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Siliana Nord,984
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Siliana Nord,15
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Siliana Nord,224
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Siliana Nord,15
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Siliana Nord,1396
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Siliana Nord,160
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Siliana Nord,2
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Siliana Nord,1684
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Siliana Nord,817
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Siliana Nord,11
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Siliana Nord,74
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Siliana Nord,360
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Siliana Nord,76
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Siliana Nord,62
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Siliana Nord,244
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Siliana Nord,36
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Siliana Nord,4
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Siliana Nord,260
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Siliana Nord,82
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Siliana Nord,2
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Siliana Nord,112
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Siliana Nord,5
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Siliana Nord,7
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Siliana Nord,3
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Siliana Nord,40
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Siliana Nord,7
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Siliana Nord,2
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Siliana Sud,2378
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Siliana Sud,98
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Siliana Sud,54
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Siliana Sud,251
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Siliana Sud,297
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Siliana Sud,293
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Siliana Sud,126
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Siliana Sud,1092
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Siliana Sud,166
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Siliana Sud,1
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Siliana Sud,1376
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Siliana Sud,29
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Siliana Sud,10
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Siliana Sud,274
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Siliana Sud,6
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Siliana Sud,104
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Siliana Sud,7
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Siliana Sud,886
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Siliana Sud,60
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Siliana Sud,0
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Siliana Sud,4229
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Siliana Sud,1256
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Siliana Sud,21
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Siliana Sud,219
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Siliana Sud,1605
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Siliana Sud,212
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Siliana Sud,165
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Siliana Sud,660
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Siliana Sud,88
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Siliana Sud,3
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Siliana Sud,1146
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Siliana Sud,373
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Siliana Sud,6
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Siliana Sud,433
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Siliana Sud,23
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Siliana Sud,50
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Siliana Sud,5
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Siliana Sud,219
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Siliana Sud,34
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Siliana Sud,3
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Makthar,2574
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Makthar,77
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Makthar,28
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Makthar,127
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Makthar,450
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Makthar,513
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Makthar,172
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Makthar,1050
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Makthar,156
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Makthar,1
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Makthar,921
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Makthar,5
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Makthar,4
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Makthar,69
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Makthar,5
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Makthar,82
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Makthar,7
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Makthar,688
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Makthar,59
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Makthar,2
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Makthar,2945
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Makthar,1045
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Makthar,11
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Makthar,95
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Makthar,1229
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Makthar,162
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Makthar,143
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Makthar,218
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Makthar,40
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Makthar,2
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Makthar,174
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Makthar,41
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Makthar,2
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Makthar,35
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Makthar,16
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Makthar,12
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Makthar,0
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Makthar,58
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Makthar,10
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Makthar,0
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Er-Rouhia,975
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Er-Rouhia,66
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Er-Rouhia,5
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Er-Rouhia,42
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Er-Rouhia,117
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Er-Rouhia,174
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Er-Rouhia,29
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Délégation de Er-Rouhia,452
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Er-Rouhia,88
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Délégation de Er-Rouhia,2
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Délégation de Er-Rouhia,391
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Er-Rouhia,15
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Er-Rouhia,0
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Er-Rouhia,27
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Er-Rouhia,1
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Er-Rouhia,43
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Er-Rouhia,1
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Délégation de Er-Rouhia,275
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Er-Rouhia,28
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Délégation de Er-Rouhia,1
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Délégation de Er-Rouhia,3847
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Er-Rouhia,1929
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Er-Rouhia,1
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Er-Rouhia,51
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Er-Rouhia,1040
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Er-Rouhia,193
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Er-Rouhia,178
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Délégation de Er-Rouhia,411
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Er-Rouhia,40
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Délégation de Er-Rouhia,4
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Délégation de Er-Rouhia,2032
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Er-Rouhia,1762
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Er-Rouhia,0
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Er-Rouhia,45
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Er-Rouhia,11
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Er-Rouhia,25
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Er-Rouhia,0
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Délégation de Er-Rouhia,172
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Er-Rouhia,16
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Délégation de Er-Rouhia,1
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Délégation de Kesra,605
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Kesra,49
