Indicateurs: Clé,Date,Milieu,Sexe,trancheAge,Regions,FaitsValeur
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de Kalaât El Andalous,3
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de Kalaât El Andalous,12
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de Kalaât El Andalous,25
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de Kalaât El Andalous,21
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de Kalaât El Andalous,10
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de Kalaât El Andalous,5
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de Kalaât El Andalous,2
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de Kalaât El Andalous,2
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de Kalaât El Andalous,1
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de Kalaât El Andalous,2
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Sidi Thabet,38
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Sidi Thabet,89
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Sidi Thabet,103
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Sidi Thabet,57
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Sidi Thabet,26
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Sidi Thabet,17
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Sidi Thabet,13
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Sidi Thabet,22
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Sidi Thabet,7
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Sidi Thabet,22
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Sidi Thabet,67
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Sidi Thabet,84
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Sidi Thabet,58
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Sidi Thabet,25
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Sidi Thabet,20
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Sidi Thabet,18
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Sidi Thabet,12
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Sidi Thabet,3
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de Sidi Thabet,35
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de Sidi Thabet,80
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de Sidi Thabet,79
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de Sidi Thabet,44
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de Sidi Thabet,22
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de Sidi Thabet,6
28007659,2014-01-01 00:00:00,Rural,Masculin,45-49 ans,Délégation de Sidi Thabet,13
28007659,2014-01-01 00:00:00,Rural,Masculin,50-59 ans,Délégation de Sidi Thabet,17
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de Sidi Thabet,3
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de Sidi Thabet,22
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de Sidi Thabet,53
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de Sidi Thabet,72
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de Sidi Thabet,30
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de Sidi Thabet,20
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de Sidi Thabet,9
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de Sidi Thabet,2
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de Sidi Thabet,5
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de Sidi Thabet,2
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Cité Ettadhamen,246
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Cité Ettadhamen,818
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Cité Ettadhamen,870
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Cité Ettadhamen,564
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Cité Ettadhamen,269
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Cité Ettadhamen,132
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Cité Ettadhamen,84
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Cité Ettadhamen,122
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Cité Ettadhamen,34
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Cité Ettadhamen,138
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Cité Ettadhamen,541
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Cité Ettadhamen,858
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Cité Ettadhamen,540
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Cité Ettadhamen,223
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Cité Ettadhamen,109
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Cité Ettadhamen,55
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Cité Ettadhamen,37
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Cité Ettadhamen,7
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de El Mnihla,250
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de El Mnihla,551
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de El Mnihla,522
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de El Mnihla,324
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de El Mnihla,136
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de El Mnihla,86
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de El Mnihla,47
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de El Mnihla,107
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de El Mnihla,31
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de El Mnihla,105
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de El Mnihla,386
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de El Mnihla,517
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de El Mnihla,328
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de El Mnihla,135
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de El Mnihla,61
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de El Mnihla,39
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de El Mnihla,30
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de El Mnihla,6
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de El Mnihla,46
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de El Mnihla,147
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de El Mnihla,187
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de El Mnihla,128
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de El Mnihla,45
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de El Mnihla,23
28007659,2014-01-01 00:00:00,Rural,Masculin,45-49 ans,Délégation de El Mnihla,15
28007659,2014-01-01 00:00:00,Rural,Masculin,50-59 ans,Délégation de El Mnihla,22
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de El Mnihla,8
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de El Mnihla,30
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de El Mnihla,125
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de El Mnihla,210
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de El Mnihla,142
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de El Mnihla,63
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de El Mnihla,26
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de El Mnihla,15
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de El Mnihla,19
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de El Mnihla,2
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Hammam Lif,84
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Hammam Lif,278
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Hammam Lif,306
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Hammam Lif,152
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Hammam Lif,118
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Hammam Lif,72
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Hammam Lif,43
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Hammam Lif,74
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Hammam Lif,23
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Hammam Lif,44
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Hammam Lif,192
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Hammam Lif,310
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Hammam Lif,209
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Hammam Lif,130
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Hammam Lif,79
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Hammam Lif,43
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Hammam Lif,31
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Hammam Lif,12
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Hammam Chôtt,54
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Hammam Chôtt,208
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Hammam Chôtt,287
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Hammam Chôtt,166
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Hammam Chôtt,74
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Hammam Chôtt,50
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Hammam Chôtt,31
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Hammam Chôtt,40
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Hammam Chôtt,8
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Hammam Chôtt,41
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Hammam Chôtt,207
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Hammam Chôtt,311
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Hammam Chôtt,235
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Hammam Chôtt,78
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Hammam Chôtt,45
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Hammam Chôtt,22
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Hammam Chôtt,23
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Hammam Chôtt,1
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Bou Mhel El Bassatine,81
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Bou Mhel El Bassatine,209
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Bou Mhel El Bassatine,247
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Bou Mhel El Bassatine,145
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Bou Mhel El Bassatine,56
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Bou Mhel El Bassatine,43
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Bou Mhel El Bassatine,33
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Bou Mhel El Bassatine,29
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Bou Mhel El Bassatine,9
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Bou Mhel El Bassatine,34
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Bou Mhel El Bassatine,161
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Bou Mhel El Bassatine,288
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Bou Mhel El Bassatine,202
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Bou Mhel El Bassatine,111
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Bou Mhel El Bassatine,49
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Bou Mhel El Bassatine,24
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Bou Mhel El Bassatine,27
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Bou Mhel El Bassatine,8
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Ezzahra,30
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Ezzahra,140
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Ezzahra,207
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Ezzahra,120
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Ezzahra,49
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Ezzahra,60
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Ezzahra,36
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Ezzahra,50
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Ezzahra,19
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Ezzahra,12
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Ezzahra,124
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Ezzahra,239
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Ezzahra,191
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Ezzahra,98
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Ezzahra,49
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Ezzahra,36
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Ezzahra,24
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Ezzahra,7
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Mornaguia,44
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Mornaguia,141
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Mornaguia,157
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Mornaguia,77
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Mornaguia,35
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Mornaguia,20
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Mornaguia,18
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Mornaguia,32
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Mornaguia,9
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Mornaguia,23
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Mornaguia,84
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Mornaguia,178
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Mornaguia,115
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Mornaguia,72
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Mornaguia,21
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Mornaguia,14
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Mornaguia,18
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Mornaguia,1
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de Mornaguia,43
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de Mornaguia,163
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de Mornaguia,158
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de Mornaguia,112
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de Mornaguia,56
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de Mornaguia,25
28007659,2014-01-01 00:00:00,Rural,Masculin,45-49 ans,Délégation de Mornaguia,24
28007659,2014-01-01 00:00:00,Rural,Masculin,50-59 ans,Délégation de Mornaguia,23
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de Mornaguia,11
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de Mornaguia,28
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de Mornaguia,112
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de Mornaguia,133
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de Mornaguia,83
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de Mornaguia,44
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de Mornaguia,11
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de Mornaguia,7
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de Mornaguia,11
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de Mornaguia,0
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Borj Amri,32
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Borj Amri,73
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Borj Amri,80
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Borj Amri,47
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Borj Amri,41
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Borj Amri,20
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Borj Amri,17
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Borj Amri,31
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Borj Amri,11
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Borj Amri,14
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Borj Amri,76
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Borj Amri,96
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Borj Amri,82
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Borj Amri,44
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Borj Amri,41
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Borj Amri,22
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Borj Amri,21
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Borj Amri,11
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de Borj Amri,42
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de Borj Amri,102
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de Borj Amri,89
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de Borj Amri,61
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de Borj Amri,34
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de Borj Amri,25
28007659,2014-01-01 00:00:00,Rural,Masculin,45-49 ans,Délégation de Borj Amri,15
28007659,2014-01-01 00:00:00,Rural,Masculin,50-59 ans,Délégation de Borj Amri,30
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de Borj Amri,9
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de Borj Amri,31
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de Borj Amri,69
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de Borj Amri,82
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de Borj Amri,55
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de Borj Amri,22
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de Borj Amri,8
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de Borj Amri,13
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de Borj Amri,15
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de Borj Amri,3
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Djedeida,122
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Djedeida,297
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Djedeida,303
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Djedeida,200
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Djedeida,82
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Djedeida,41
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Djedeida,36
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Djedeida,44
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Djedeida,19
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Djedeida,47
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Djedeida,200
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Djedeida,270
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Djedeida,158
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Djedeida,93
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Djedeida,52
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Djedeida,30
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Djedeida,17
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Djedeida,7
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de Djedeida,60
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de Djedeida,127
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de Djedeida,113
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de Djedeida,81
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de Djedeida,37
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de Djedeida,20
28007659,2014-01-01 00:00:00,Rural,Masculin,45-49 ans,Délégation de Djedeida,22
28007659,2014-01-01 00:00:00,Rural,Masculin,50-59 ans,Délégation de Djedeida,25
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de Djedeida,10
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de Djedeida,34
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de Djedeida,79
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de Djedeida,99
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de Djedeida,67
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de Djedeida,26
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de Djedeida,13
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de Djedeida,7
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de Djedeida,8
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de Djedeida,1
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Tebourba,80
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Tebourba,317
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Tebourba,368
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Tebourba,207
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Tebourba,102
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Tebourba,66
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Tebourba,49
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Tebourba,55
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Tebourba,26
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Tebourba,47
