Indicateurs: Clé,Date,Milieu,Sexe,trancheAge,Regions,FaitsValeur
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Mannouba,31
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Mannouba,12
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Douar Hicher,314
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Douar Hicher,861
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Douar Hicher,994
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Douar Hicher,561
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Douar Hicher,264
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Douar Hicher,141
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Douar Hicher,97
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Douar Hicher,146
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Douar Hicher,47
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Douar Hicher,163
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Douar Hicher,611
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Douar Hicher,971
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Douar Hicher,560
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Douar Hicher,234
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Douar Hicher,99
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Douar Hicher,46
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Douar Hicher,40
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Douar Hicher,10
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de Douar Hicher,12
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de Douar Hicher,17
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de Douar Hicher,18
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de Douar Hicher,9
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de Douar Hicher,7
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de Douar Hicher,4
28007659,2014-01-01 00:00:00,Rural,Masculin,45-49 ans,Délégation de Douar Hicher,1
28007659,2014-01-01 00:00:00,Rural,Masculin,50-59 ans,Délégation de Douar Hicher,4
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de Douar Hicher,3
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de Douar Hicher,6
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de Douar Hicher,19
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de Douar Hicher,13
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de Douar Hicher,4
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de Douar Hicher,2
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de Douar Hicher,0
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de Douar Hicher,1
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de Douar Hicher,2
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de Douar Hicher,0
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Oued Ellil,131
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Oued Ellil,524
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Oued Ellil,572
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Oued Ellil,344
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Oued Ellil,161
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Oued Ellil,76
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Oued Ellil,59
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Oued Ellil,72
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Oued Ellil,21
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Oued Ellil,71
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Oued Ellil,409
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Oued Ellil,652
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Oued Ellil,385
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Oued Ellil,192
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Oued Ellil,88
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Oued Ellil,61
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Oued Ellil,36
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Oued Ellil,6
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de Oued Ellil,31
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de Oued Ellil,94
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de Oued Ellil,83
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de Oued Ellil,46
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de Oued Ellil,24
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de Oued Ellil,18
28007659,2014-01-01 00:00:00,Rural,Masculin,45-49 ans,Délégation de Oued Ellil,17
28007659,2014-01-01 00:00:00,Rural,Masculin,50-59 ans,Délégation de Oued Ellil,19
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de Oued Ellil,6
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de Oued Ellil,19
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de Oued Ellil,62
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de Oued Ellil,113
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de Oued Ellil,61
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de Oued Ellil,32
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de Oued Ellil,27
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de Oued Ellil,16
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de Oued Ellil,7
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de Oued Ellil,1
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Nabeul,97
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Nabeul,329
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Nabeul,437
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Nabeul,222
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Nabeul,78
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Nabeul,68
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Nabeul,39
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Nabeul,42
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Nabeul,19
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Nabeul,64
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Nabeul,271
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Nabeul,538
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Nabeul,343
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Nabeul,149
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Nabeul,59
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Nabeul,34
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Nabeul,33
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Nabeul,13
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de Nabeul,17
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de Nabeul,18
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de Nabeul,22
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de Nabeul,13
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de Nabeul,8
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de Nabeul,6
28007659,2014-01-01 00:00:00,Rural,Masculin,45-49 ans,Délégation de Nabeul,4
28007659,2014-01-01 00:00:00,Rural,Masculin,50-59 ans,Délégation de Nabeul,6
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de Nabeul,2
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de Nabeul,12
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de Nabeul,16
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de Nabeul,19
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de Nabeul,15
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de Nabeul,13
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de Nabeul,7
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de Nabeul,6
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de Nabeul,6
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de Nabeul,0
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Dar Châabane El Fehri,83
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Dar Châabane El Fehri,203
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Dar Châabane El Fehri,203
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Dar Châabane El Fehri,110
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Dar Châabane El Fehri,41
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Dar Châabane El Fehri,27
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Dar Châabane El Fehri,27
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Dar Châabane El Fehri,34
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Dar Châabane El Fehri,7
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Dar Châabane El Fehri,50
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Dar Châabane El Fehri,163
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Dar Châabane El Fehri,287
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Dar Châabane El Fehri,204
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Dar Châabane El Fehri,73
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Dar Châabane El Fehri,39
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Dar Châabane El Fehri,33
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Dar Châabane El Fehri,15
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Dar Châabane El Fehri,3
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de Dar Châabane El Fehri,23
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de Dar Châabane El Fehri,25
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de Dar Châabane El Fehri,14
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de Dar Châabane El Fehri,7
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de Dar Châabane El Fehri,5
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de Dar Châabane El Fehri,1
28007659,2014-01-01 00:00:00,Rural,Masculin,45-49 ans,Délégation de Dar Châabane El Fehri,1
28007659,2014-01-01 00:00:00,Rural,Masculin,50-59 ans,Délégation de Dar Châabane El Fehri,4
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de Dar Châabane El Fehri,1
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de Dar Châabane El Fehri,15
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de Dar Châabane El Fehri,24
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de Dar Châabane El Fehri,23
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de Dar Châabane El Fehri,12
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de Dar Châabane El Fehri,7
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de Dar Châabane El Fehri,2
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de Dar Châabane El Fehri,4
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de Dar Châabane El Fehri,0
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de Dar Châabane El Fehri,0
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Beni khiar,29
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Beni khiar,114
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Beni khiar,144
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Beni khiar,72
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Beni khiar,22
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Beni khiar,16
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Beni khiar,17
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Beni khiar,17
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Beni khiar,6
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Beni khiar,22
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Beni khiar,120
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Beni khiar,256
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Beni khiar,139
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Beni khiar,59
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Beni khiar,21
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Beni khiar,10
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Beni khiar,4
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Beni khiar,1
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de Beni khiar,16
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de Beni khiar,27
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de Beni khiar,22
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de Beni khiar,12
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de Beni khiar,5
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de Beni khiar,4
28007659,2014-01-01 00:00:00,Rural,Masculin,45-49 ans,Délégation de Beni khiar,6
28007659,2014-01-01 00:00:00,Rural,Masculin,50-59 ans,Délégation de Beni khiar,2
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de Beni khiar,4
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de Beni khiar,17
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de Beni khiar,17
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de Beni khiar,14
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de Beni khiar,8
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de Beni khiar,4
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de Beni khiar,3
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de Beni khiar,0
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de Beni khiar,5
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de Beni khiar,2
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Korba,116
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Korba,238
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Korba,264
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Korba,131
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Korba,82
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Korba,45
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Korba,27
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Korba,56
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Korba,15
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Korba,51
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Korba,185
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Korba,257
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Korba,186
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Korba,90
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Korba,40
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Korba,24
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Korba,32
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Korba,3
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de Korba,54
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de Korba,73
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de Korba,76
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de Korba,42
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de Korba,30
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de Korba,25
28007659,2014-01-01 00:00:00,Rural,Masculin,45-49 ans,Délégation de Korba,13
28007659,2014-01-01 00:00:00,Rural,Masculin,50-59 ans,Délégation de Korba,38
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de Korba,9
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de Korba,34
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de Korba,42
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de Korba,71
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de Korba,35
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de Korba,21
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de Korba,13
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de Korba,15
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de Korba,7
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de Korba,1
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de El Haouaria,11
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de El Haouaria,65
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de El Haouaria,104
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de El Haouaria,32
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de El Haouaria,12
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de El Haouaria,7
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de El Haouaria,4
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de El Haouaria,7
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de El Haouaria,3
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de El Haouaria,3
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de El Haouaria,49
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de El Haouaria,88
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de El Haouaria,51
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de El Haouaria,20
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de El Haouaria,7
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de El Haouaria,0
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de El Haouaria,1
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de El Haouaria,0
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de El Haouaria,69
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de El Haouaria,169
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de El Haouaria,180
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de El Haouaria,95
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de El Haouaria,25
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de El Haouaria,21
28007659,2014-01-01 00:00:00,Rural,Masculin,45-49 ans,Délégation de El Haouaria,15
28007659,2014-01-01 00:00:00,Rural,Masculin,50-59 ans,Délégation de El Haouaria,18
28007659,2014-01-01 00:00:00,Rural,Masculin,60+ ans,Délégation de El Haouaria,1
28007659,2014-01-01 00:00:00,Rural,Féminin,15-19 ans,Délégation de El Haouaria,24
28007659,2014-01-01 00:00:00,Rural,Féminin,20-24 ans,Délégation de El Haouaria,123
28007659,2014-01-01 00:00:00,Rural,Féminin,25-29 ans,Délégation de El Haouaria,194
28007659,2014-01-01 00:00:00,Rural,Féminin,30-34 ans,Délégation de El Haouaria,140
28007659,2014-01-01 00:00:00,Rural,Féminin,35-39 ans,Délégation de El Haouaria,57
28007659,2014-01-01 00:00:00,Rural,Féminin,40-44 ans,Délégation de El Haouaria,15
28007659,2014-01-01 00:00:00,Rural,Féminin,45-49 ans,Délégation de El Haouaria,19
28007659,2014-01-01 00:00:00,Rural,Féminin,50-59 ans,Délégation de El Haouaria,18
28007659,2014-01-01 00:00:00,Rural,Féminin,60+ ans,Délégation de El Haouaria,5
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Takelsa,70
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Takelsa,125
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Takelsa,147
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Takelsa,89
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Takelsa,50
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Takelsa,25
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Takelsa,21
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Takelsa,17
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Takelsa,2
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Takelsa,38
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Takelsa,71
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Takelsa,96
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Takelsa,63
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Takelsa,36
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Takelsa,25
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Takelsa,5
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Takelsa,5
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Takelsa,1
28007659,2014-01-01 00:00:00,Communal,Masculin,15-19 ans,Délégation de Soliman,91
28007659,2014-01-01 00:00:00,Communal,Masculin,20-24 ans,Délégation de Soliman,243
28007659,2014-01-01 00:00:00,Communal,Masculin,25-29 ans,Délégation de Soliman,260
28007659,2014-01-01 00:00:00,Communal,Masculin,30-34 ans,Délégation de Soliman,115
28007659,2014-01-01 00:00:00,Communal,Masculin,35-39 ans,Délégation de Soliman,47
28007659,2014-01-01 00:00:00,Communal,Masculin,40-44 ans,Délégation de Soliman,36
28007659,2014-01-01 00:00:00,Communal,Masculin,45-49 ans,Délégation de Soliman,36
28007659,2014-01-01 00:00:00,Communal,Masculin,50-59 ans,Délégation de Soliman,42
28007659,2014-01-01 00:00:00,Communal,Masculin,60+ ans,Délégation de Soliman,26
28007659,2014-01-01 00:00:00,Communal,Féminin,15-19 ans,Délégation de Soliman,52
28007659,2014-01-01 00:00:00,Communal,Féminin,20-24 ans,Délégation de Soliman,164
28007659,2014-01-01 00:00:00,Communal,Féminin,25-29 ans,Délégation de Soliman,304
28007659,2014-01-01 00:00:00,Communal,Féminin,30-34 ans,Délégation de Soliman,166
28007659,2014-01-01 00:00:00,Communal,Féminin,35-39 ans,Délégation de Soliman,94
28007659,2014-01-01 00:00:00,Communal,Féminin,40-44 ans,Délégation de Soliman,66
28007659,2014-01-01 00:00:00,Communal,Féminin,45-49 ans,Délégation de Soliman,41
28007659,2014-01-01 00:00:00,Communal,Féminin,50-59 ans,Délégation de Soliman,29
28007659,2014-01-01 00:00:00,Communal,Féminin,60+ ans,Délégation de Soliman,13
28007659,2014-01-01 00:00:00,Rural,Masculin,15-19 ans,Délégation de Soliman,77
28007659,2014-01-01 00:00:00,Rural,Masculin,20-24 ans,Délégation de Soliman,109
28007659,2014-01-01 00:00:00,Rural,Masculin,25-29 ans,Délégation de Soliman,70
28007659,2014-01-01 00:00:00,Rural,Masculin,30-34 ans,Délégation de Soliman,34
28007659,2014-01-01 00:00:00,Rural,Masculin,35-39 ans,Délégation de Soliman,21
28007659,2014-01-01 00:00:00,Rural,Masculin,40-44 ans,Délégation de Soliman,12
