,Indicateurs: Clé,Date,MIlieu,Sexe,Secteur d''activité: Nom,Régions: Nom,Faits: Valeur
1656,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Ghezala,4
1657,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Ghezala,228
1658,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Ghezala,63
1661,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Menzel Bourguiba,222
1662,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Menzel Bourguiba,170
1663,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Menzel Bourguiba,3463
1664,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Menzel Bourguiba,1402
1665,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Menzel Bourguiba,1504
1666,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Menzel Bourguiba,486
1667,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Menzel Bourguiba,2300
1668,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Menzel Bourguiba,659
1671,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Menzel Bourguiba,56
1672,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Menzel Bourguiba,22
1673,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Menzel Bourguiba,3090
1674,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Menzel Bourguiba,36
1675,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Menzel Bourguiba,337
1676,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Menzel Bourguiba,22
1677,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Menzel Bourguiba,1508
1678,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Menzel Bourguiba,334
1681,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Menzel Bourguiba,525
1682,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Menzel Bourguiba,22
1683,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Menzel Bourguiba,526
1684,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Menzel Bourguiba,323
1685,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Menzel Bourguiba,110
1686,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Menzel Bourguiba,73
1687,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Menzel Bourguiba,141
1688,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Menzel Bourguiba,37
1691,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Menzel Bourguiba,36
1692,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Menzel Bourguiba,1
1693,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Menzel Bourguiba,468
1694,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Menzel Bourguiba,7
1695,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Menzel Bourguiba,18
1696,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Menzel Bourguiba,1
1697,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Menzel Bourguiba,62
1698,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Menzel Bourguiba,6
1701,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Ras Djebel,1765
1702,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Ras Djebel,108
1703,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Ras Djebel,2762
1704,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Ras Djebel,3177
1705,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Ras Djebel,1380
1706,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Ras Djebel,376
1707,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Ras Djebel,1743
1708,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Ras Djebel,702
1711,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Ras Djebel,44
1712,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Ras Djebel,9
1713,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Ras Djebel,3076
1714,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Ras Djebel,84
1715,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Ras Djebel,277
1716,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Ras Djebel,21
1717,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Ras Djebel,1152
1718,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Ras Djebel,174
1721,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Ras Djebel,796
1722,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Ras Djebel,29
1723,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Ras Djebel,488
1724,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Ras Djebel,702
1725,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Ras Djebel,143
1726,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Ras Djebel,88
1727,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Ras Djebel,233
1728,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Ras Djebel,83
1731,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Ras Djebel,15
1732,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Ras Djebel,1
1733,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Ras Djebel,546
1734,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Ras Djebel,4
1735,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Ras Djebel,28
1736,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Ras Djebel,5
1737,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Ras Djebel,98
1738,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Ras Djebel,19
1741,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Béja Nord,354
1742,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Béja Nord,199
1743,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Béja Nord,1697
1744,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Béja Nord,1306
1745,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Béja Nord,2107
1746,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Béja Nord,769
1747,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Béja Nord,3474
1748,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Béja Nord,751
1751,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Béja Nord,83
1752,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Béja Nord,36
1753,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Béja Nord,1527
1754,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Béja Nord,22
1755,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Béja Nord,440
1756,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Béja Nord,56
1757,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Béja Nord,2616
1758,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Béja Nord,432
1761,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Béja Nord,3189
1762,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Béja Nord,15
1763,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Béja Nord,286
1764,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Béja Nord,938
1765,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Béja Nord,316
1766,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Béja Nord,168
1767,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Béja Nord,430
1768,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Béja Nord,106
1771,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Béja Nord,822
1772,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Béja Nord,1
1773,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Béja Nord,319
1774,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Béja Nord,4
1775,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Béja Nord,47
1776,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Béja Nord,3
1777,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Béja Nord,98
1778,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Béja Nord,34
1781,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Tibar,794
1782,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Tibar,57
1783,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Tibar,66
1784,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Tibar,243
1785,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Tibar,169
1786,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Tibar,60
1787,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Tibar,607
1788,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Tibar,98
1791,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Tibar,104
1792,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Tibar,6
1793,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Tibar,92
1794,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Tibar,1
1795,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Tibar,28
1796,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Tibar,3
1797,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Tibar,221
1798,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Tibar,22
1801,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Testour,752
1802,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Testour,39
1803,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Testour,243
1804,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Testour,498
1805,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Testour,388
1806,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Testour,82
1807,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Testour,732
1808,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Testour,225
1811,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Testour,75
1812,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Testour,0
1813,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Testour,245
1814,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Testour,2
1815,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Testour,86
1816,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Testour,6
1817,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Testour,373
1818,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Testour,104
1821,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Testour,2125
1822,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Testour,47
1823,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Testour,234
1824,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Testour,799
1825,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Testour,240
1826,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Testour,149
1827,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Testour,555
1828,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Testour,139
1831,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Testour,310
1832,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Testour,3
1833,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Testour,310
1834,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Testour,19
1835,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Testour,57
1836,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Testour,3
1837,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Testour,152
1838,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Testour,41
1841,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Goubellat,80
1842,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Goubellat,12
1843,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Goubellat,107
1844,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Goubellat,170
1845,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Goubellat,142
1846,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Goubellat,39
1847,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Goubellat,234
1848,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Goubellat,89
1851,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Goubellat,20
1852,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Goubellat,0
1853,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Goubellat,51
1854,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Goubellat,7
1855,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Goubellat,22
1856,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Goubellat,5
1857,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Goubellat,114
1858,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Goubellat,15
1861,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Goubellat,902
1862,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Goubellat,10
1863,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Goubellat,85
1864,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Goubellat,466
1865,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Goubellat,273
1866,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Goubellat,69
1867,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Goubellat,207
